"","Name","Team","birthday","mlbid","playerid"
"2323","Jose Peralta","Reds (R)",1999-10-02,678369,"sa3006357"
"2324","Jose Perez","Phillies (R)",1998-08-16,672377,"sa3002679"
"2325","Jose Pina","- - -",1985-11-02,473240,"sa294474"
"2326","Jose Pina","Tigers (R)",2001-05-24,678401,"sa3005686"
"2327","Jose Queliz","Diamondbacks (AA)",1992-08-07,623896,"sa658848"
"2328","Jose Quezada","- - -",1995-09-07,681835,"sa3008375"
"2329","Jose Quijada","- - -",1995-11-09,650671,"sa828494"
"2330","Jose Rafael De Paula","- - -",1991-03-24,606127,"sa657482"
"2331","Jose Ramirez","Red Sox (R)",2001-03-28,681459,"sa3006702"
"2332","Jose Ramirez","Royals (R)",1998-01-10,679943,"sa3007232"
"2333","Jose Ramirez","Tigers (R)",1997-08-18,666651,"sa917884"
"2334","Jose Roca","- - -",1996-08-27,666847,"sa917792"
"2335","Jose Rodriguez","Nationals (R)",1999-07-31,679829,"sa3006403"
"2336","Jose Rodriguez","Angels (AA)",1995-08-29,642578,"sa736814"
"2337","Jose Rodulfo","Dodgers (R)",2000-08-20,672467,"sa3002961"
"2338","Jose Romero","Brewers (R)",1997-11-01,671187,"sa3002919"
"2339","Jose Salvador","Reds (R)",1999-09-21,678358,"sa3006482"
"2340","Jose Samayoa","Mexican (AAA)",1990-03-09,643518,"sa737921"
"2341","Jose Santamaria","Diamondbacks (R)",1998-11-26,680663,"sa3008373"
"2342","Jose Soriano","Angels (A)",1998-10-20,667755,"sa916702"
"2343","Jose Suarez","- - -",1998-01-03,660761,"sa872545"
"2344","Jose Taveras","- - -",1993-11-06,650810,"sa828246"
"2345","Jose Theran","Blue Jays (R)",1998-06-02,669019,"sa922167"
"2346","Jose Valencia","Diamondbacks (R)",2000-09-27,678717,"sa3007962"
"2347","Jose Valenzuela","Reds (R)",1998-05-05,666634,"sa917563"
"2348","Jose Vasquez","- - -",1996-03-19,664319,"sa871767"
"2349","Jose Zorrilla","Reds (R)",1998-10-02,667391,"sa917565"
"2350","Joselin Vallejo","Braves (R)",2000-06-05,682526,"sa3007499"
"2351","Joseph Camacho","- - -",1994-06-23,670620,"sa913096"
"2352","Joseph Hernandez","Mariners (R)",2000-06-15,678852,"sa3006385"
"2353","Joseph Salazar","Tigers (R)",1999-09-24,672556,"sa3002984"
"2354","Joseph Shaw","Mets (AA)",1993-12-20,621256,"sa658941"
"2355","Joseph Utrera","Rays (R)",1999-09-24,678375,"sa3006484"
"2356","Josh Advocate","Rangers (A)",1994-01-18,676778,"sa3004220"
"2357","Josh Almonte","Blue Jays (R)",1994-01-28,623393,"sa658538"
"2358","Josh Altmann","Rangers (A+)",1994-07-06,664938,"sa875314"
"2359","Josh DeGraaf","- - -",1993-01-28,665049,"sa876067"
"2360","Josh Dye","- - -",1996-09-14,682023,"sa3007485"
"2361","Josh Fleming","- - -",1996-05-18,676596,"sa3004344"
"2362","Josh Graham","- - -",1993-10-14,621050,"sa658525"
"2363","Josh Green","Diamondbacks (A-)",1995-08-31,681401,"sa3006701"
"2364","Josh Keaton","Orioles (A-)",1993-10-20,676645,"sa3004668"
"2365","Josh Lowey","Mexican (AAA)",1984-12-26,628240,"sa560990"
"2366","Josh Maciejewski","- - -",1995-08-14,656671,"sa3007581"
"2367","Josh Martin","- - -",1989-12-30,607294,"sa599246"
"2368","Josh Mitchell","- - -",1994-09-08,676789,"sa3004108"
"2369","Josh Pennington","Brewers (A)",1995-07-06,656837,"sa829654"
"2370","Josh Prevost","- - -",1992-01-15,656864,"sa828963"
"2371","Josh Reagan","- - -",1994-10-02,676717,"sa3004830"
"2372","Josh Rich","Reds (R)",1996-02-26,682521,"sa3007276"
"2373","Josh Roberson","- - -",1996-05-12,675963,"sa3007721"
"2374","Josh Roeder","Marlins (A+)",1992-12-02,664904,"sa875299"
"2375","Josh Sborz","- - -",1993-12-17,622250,"sa827472"
"2376","Josh Staumont","Royals (AAA)",1993-12-21,622251,"sa857581"
"2377","Josh Taylor","- - -",1993-03-02,657031,"sa842224"
"2378","Josh Tobias","Red Sox (A+)",1992-11-23,596122,"sa599333"
"2379","Josh Tols","- - -",1989-10-06,599644,"sa971745"
"2380","Josh Uhen","Brewers (AA)",1992-04-07,642159,"sa737825"
"2381","Josh Winckowski","Blue Jays (A-)",1998-06-28,670174,"sa918379"
"2382","Josh Winder","Twins (R)",1996-10-11,680739,"sa3007993"
"2383","Joshua Cornielly","Mets (R)",2001-01-15,681739,"sa3005890"
"2384","Joshua Javier","- - -",1998-12-16,666450,"sa917392"
"2385","Joshua Payne","Mets (A)",1994-10-03,676792,"sa3004748"
"2386","Joshua Torres","- - -",1994-04-26,624575,"sa659907"
"2387","Josiah Gray","Reds (R)",1997-12-21,680686,"sa3007475"
"2388","Josias De Los Santos","Mariners (R)",1999-07-29,680583,"sa3006508"
"2389","Josue Ramirez","Cardinals (R)",2000-06-01,681645,"sa3005465"
"2390","Jovani Moran","- - -",1997-04-24,663558,"sa875188"
"2391","Jovany Lopez","- - -",1991-04-11,571328,"sa504961"
"2392","JP Sears","Yankees (A)",1996-02-19,676664,"sa3004100"
"2393","Juan Acosta","- - -",2000-04-05,678414,"sa3008485"
"2394","Juan Aguilera","- - -",1996-09-24,682525,"sa3007626"
"2395","Juan Alvarez","Cardinals (R)",1996-12-28,650873,"sa828547"
"2396","Juan Araujo","Diamondbacks (R)",1998-06-24,658787,"sa872456"
"2397","Juan Borges","Marlins (R)",1998-01-06,660790,"sa872513"
"2398","Juan Carderon","Yankees (R)",1998-08-01,672431,"sa3002946"
"2399","Juan Carlos Arias","Rays (R)",1995-09-16,620455,"sa828184"
"2400","Juan Castillo","Rangers (R)",1995-09-18,660496,"sa873541"
"2401","Juan Crisostomo","Red Sox (R)",1997-01-11,681662,"sa3007853"
"2402","Juan Cruz","Rangers (R)",1997-12-05,672573,"sa3002991"
"2403","Juan De Paula","- - -",1997-09-22,660798,"sa873153"
"2404","Juan Diaz","Blue Jays (R)",1998-06-19,673215,"sa3003065"
"2405","Juan Echevarria","Orioles (A-)",1997-06-25,663499,"sa875306"
"2406","Juan Escorcia","Phillies (A-)",1996-05-16,650719,"sa831599"
"2407","Juan Florentino","Red Sox (A)",1996-09-08,665570,"sa886971"
"2408","Juan Gamez","Twins (R)",1994-03-07,670328,"sa918731"
"2409","Juan Geraldo","Phillies (R)",2001-08-06,681704,"sa3005885"
"2410","Juan Gonzalez","Dodgers (R)",2000-06-24,672736,"sa3003023"
"2411","Juan Grullon","Mexican (AAA)",1990-03-04,517449,"sa503590"
"2412","Juan Henriquez","- - -",1996-10-22,678248,"sa597216"
"2413","Juan Herrera","Orioles (R)",1996-01-28,656049,"sa833640"
"2414","Juan Hillman","Indians (A)",1997-05-15,663535,"sa874796"
"2415","Juan Lopez","Mexican (AAA)",1997-06-25,665712,"sa881080"
"2416","Juan Macias","Mexican (AAA)",1996-01-13,667910,"sa914049"
"2417","Juan Manuel Abril","Reds (R)",1998-03-11,671358,"sa3002921"
"2418","Juan Marte","Mexican (AAA)",1990-08-29,622547,"sa657826"
"2419","Juan Martinez","- - -",1992-07-15,622576,"sa657740"
"2420","Juan Martinez","Mets (R)",1996-02-14,668524,"sa917503"
"2421","Juan Mejia","Rangers (R)",1999-01-09,672435,"sa3002949"
"2422","Juan Mejia","- - -",2000-07-04,675848,"sa3003159"
"2423","Juan Mercedes","- - -",2000-04-03,675195,"sa3002818"
"2424","Juan Miranda","Phillies (R)",1999-02-27,681706,"sa3005886"
"2425","Juan Morillo","Red Sox (R)",1996-09-27,677663,"sa3005124"
"2426","Juan Morillo","Dodgers (R)",1999-03-19,666661,"sa917772"
"2427","Juan Mota","Indians (A-)",1996-05-04,665968,"sa917387"
"2428","Juan Nunez","Blue Jays (A-)",1996-01-23,650994,"sa828600"
"2429","Juan Pablo Lopez","Astros (A-)",1999-02-17,670940,"sa3004647"
"2430","Juan Paniagua","- - -",1990-04-04,570883,"sa506892"
"2431","Juan Paredes","Indians (R)",1998-09-25,670913,"sa924295"
"2432","Juan Pena","Rockies (A+)",1995-08-25,650515,"sa828553"
"2433","Juan Perez","Red Sox (A-)",1996-08-30,666617,"sa917379"
"2434","Juan Reyes","Marlins (R)",2000-07-24,674350,"sa3003137"
"2435","Juan Robles","- - -",1997-11-06,660850,"sa873226"
"2436","Juan Rodriguez","- - -",1993-05-09,616615,"sa652485"
"2437","Juan Sanchez","Giants (R)",2000-11-12,678738,"sa3005444"
"2438","Juan Sandoval","- - -",1981-01-12,465583,"sa202910"
"2439","Juan Then","Yankees (R)",2000-02-07,672730,"sa3002793"
"2440","Juan Toribio","Rockies (R)",1999-04-05,681734,"sa3006175"
"2441","Juan Torres","Diamondbacks (A)",1995-05-25,666842,"sa659946"
"2442","Juan Vazquez","Tigers (R)",1999-07-02,673241,"sa3003072"
"2443","Juan Ventura","Rangers (A-)",1998-06-15,660721,"sa917281"
"2444","Juan Zapata","- - -",1998-11-19,679033,"sa3005452"
"2445","Julian Arballo","- - -",1987-10-09,573654,"sa504009"
"2446","Julian Garcia","Phillies (A)",1995-05-13,670062,"sa918182"
"2447","Julian Leon","Angels (A+)",1996-01-24,624645,"sa739577"
"2448","Julian Sierra","Mets (R)",1996-02-22,676848,"sa3004597"
"2449","Juliandry Higuera","- - -",1994-09-06,631226,"sa737329"
"2450","Julio Avendano","Diamondbacks (R)",2000-12-05,680850,"sa3008039"
"2451","Julio Felix","Mexican (AAA)",1992-02-23,621185,"sa658199"
"2452","Julio Frias","Marlins (R)",1998-06-01,660789,"sa873218"
"2453","Julio Guante","Cubs (R)",1997-05-29,661420,"sa872872"
"2454","Julio Pinto","- - -",1995-11-18,642513,"sa736965"
"2455","Julio Puello","Cardinals (R)",1999-01-07,680651,"sa3005634"
"2456","Julio Robaina","Astros (R)",2001-03-23,678789,"sa3006817"
"2457","Julio Rodriguez","Giants (R)",2000-02-10,680588,"sa3007992"
"2458","Julio Rosario","Pirates (R)",1999-06-05,672856,"sa3003044"
"2459","Junior Almonte","- - -",2000-04-10,680593,"sa3005459"
"2460","Junior Fernandez","- - -",1997-03-02,658551,"sa831812"
"2461","Junior Franco","- - -",1999-02-17,679680,"sa3006400"
"2462","Junior Garcia","Diamondbacks (A+)",1995-10-01,642371,"sa737032"
"2463","Junior Gonzalez","Mariners (R)",2000-05-10,680854,"sa3006221"
"2464","Junior Gonzalez","Cardinals (R)",1996-11-07,650879,"sa828546"
"2465","Junior Guzman","Blue Jays (R)",1997-12-04,678319,"sa3005953"
"2466","Junior Matias","Royals (R)",2000-09-13,678674,"sa3005832"
"2467","Junior Mieses","Diamondbacks (R)",1999-10-15,676322,"sa3005258"
"2468","Junior Navas","Twins (R)",1999-09-08,672800,"sa3002612"
"2469","Junior Santos","- - -",2001-08-16,681744,"sa3005470"
"2470","Junior Tejada","- - -",1997-05-23,671785,"sa944591"
"2471","Jurgen Jimenez","- - -",1996-01-14,660694,"sa872526"
"2472","Justin Bruihl","Dodgers (R)",1997-06-26,677865,"sa3006814"
"2473","Justin Bullock","Brewers (R)",1999-05-12,668908,"sa3005213"
"2474","Justin Camp","- - -",1993-05-17,595902,"sa919018"
"2475","Justin Dillon","- - -",1993-09-05,623471,"sa659283"
"2476","Justin Donatella","Diamondbacks (AA)",1994-09-16,663393,"sa875616"
"2477","Justin Dunn","- - -",1995-09-22,643290,"sa738718"
"2478","Justin Ferrell","- - -",1994-04-21,657572,"sa829707"
"2479","Justin Garcia","- - -",1995-07-02,681906,"sa3006982"
"2480","Justin Garcia","Indians (A+)",1992-09-16,643319,"sa738904"
"2481","Justin Garza","- - -",1994-03-20,621057,"sa658782"
"2482","Justin Hagenman","- - -",1996-10-07,663795,"sa3008022"
"2483","Justin Harrer","Pirates (R)",1997-03-02,664734,"sa3007504"
"2484","Justin Hoyt","- - -",1995-04-30,676795,"sa3004671"
"2485","Justin Kamplain","- - -",1993-02-13,607226,"sa599231"
"2486","Justin Kelly","- - -",1993-04-22,670179,"sa918908"
"2487","Justin Lawrence","Rockies (A+)",1994-11-25,664875,"sa875567"
"2488","Justin Lewis","Dodgers (R)",1996-10-12,676915,"sa3004710"
"2489","Justin Lewis","Diamondbacks (R)",1995-08-10,657660,"sa3008577"
"2490","Justin Marsden","- - -",1997-01-27,663648,"sa875330"
"2491","Justin Martinez","- - -",2001-07-30,679885,"sa3005864"
"2492","Justin McGregor","- - -",1995-12-13,682135,"sa3007492"
"2493","Justin Miller","Phillies (R)",1998-05-17,670141,"sa918239"
"2494","Justin Montgomery","- - -",1996-09-10,668372,"sa3007465"
"2495","Justin Steele","- - -",1995-07-11,657006,"sa828960"
"2496","Justin Topa","- - -",1991-03-07,623437,"sa658926"
"2497","Justin Valdespina","- - -",1995-03-20,669739,"sa918312"
"2498","Justin Watts","Blue Jays (A-)",1993-09-08,677022,"sa3004365"
"2499","Justin Wilson","Yankees (R)",1996-09-09,679655,"sa3008166"
"2500","Kacey Murphy","- - -",1997-01-21,667423,"sa3008325"
"2501","Kade McClure","White Sox (A)",1996-02-12,656701,"sa915622"
"2502","Kai-Wei Lin","Diamondbacks (A-)",1996-03-19,666020,"sa919537"
"2503","Kai-Wei Teng","Twins (R)",1998-12-01,678906,"sa3007229"
"2504","Kaleb Fleck","Nationals (AA)",1989-01-24,592310,"sa526875"
"2505","Kaleb Fontenot","Rangers (A+)",1993-06-23,670137,"sa918472"
"2506","Kaleb Ort","- - -",1992-02-05,672391,"sa3002783"
"2507","Karch Kowalczyk","- - -",1991-03-31,657651,"sa829792"
"2508","Karl Craigie","- - -",1995-01-22,676983,"sa3004361"
"2509","Karlo Seijas","Nationals (R)",2000-09-06,678581,"sa3006369"
"2510","Karlos Morales","Brewers (R)",1999-08-10,676342,"sa3005285"
"2511","Keaton Winn","Giants (A-)",1998-02-20,676775,"sa3006968"
"2512","Keegan Akin","Orioles (AA)",1995-04-01,669211,"sa873980"
"2513","Keegan Curtis","- - -",1995-09-30,656342,"sa3007833"
"2514","Keegan Long","- - -",1993-08-27,664172,"sa875972"
"2515","Keegan Thompson","- - -",1995-03-13,624522,"sa918851"
"2516","Keenan Bartlett","- - -",1995-09-27,676398,"sa3004703"
"2517","Keiber Arredondo","Cubs (R)",1997-10-09,672454,"sa3002954"
"2518","Keider Montero","Tigers (R)",2000-07-06,672456,"sa3002956"
"2519","Keinter Olivares","Rockies (A-)",1997-12-01,665753,"sa881441"
"2520","Keiro Munoz","Athletics (R)",1998-09-23,678249,"sa3006105"
"2521","Keith Rogalla","Angels (A)",1995-09-15,657744,"sa829753"
"2522","Keith Weisenberg","- - -",1995-12-06,657100,"sa829809"
"2523","Kellen Rholl","Indians (R)",1996-05-13,682049,"sa3007258"
"2524","Kelly Secrest","Mets (AAA)",1991-09-13,642059,"sa829156"
"2525","Kelvin Bautista","Rangers (R)",1999-07-07,678654,"sa3006491"
"2526","Kelvin Caceres","Angels (R)",2000-01-26,680983,"sa3005876"
"2527","Kelvin De Los Santos","Royals (R)",1998-02-13,672540,"sa3002974"
"2528","Kelvin Feliz","Cubs (R)",2000-09-30,678862,"sa3006500"
"2529","Kelvin Gonzalez","- - -",1997-12-24,666654,"sa920544"
"2530","Kelvin Moncion","Angels (R)",1998-12-23,680638,"sa3005461"
"2531","Kelvin Nunez","Mariners (R)",1999-12-10,674555,"sa3002816"
"2532","Kelvin Rodriguez","Braves (A)",1993-12-31,660442,"sa877674"
"2533","Kelvin Sanchez","Red Sox (R)",1997-05-12,678037,"sa3005353"
"2534","Kelvin Vasquez","- - -",1993-04-06,608734,"sa602917"
"2535","Kelyn Jose","Blue Jays (R)",1995-05-19,650990,"sa830236"
"2536","Kendry Marte","Tigers (R)",2000-05-10,672622,"sa3003266"
"2537","Kenlly Montas","- - -",1996-05-31,664276,"sa917471"
"2538","Kenneth Sigman","Mexican (AAA)",1989-09-09,595413,"sa550328"
"2539","Kenny Hernandez","Diamondbacks (A-)",1998-06-24,665789,"sa943755"
"2540","Kenny Mendoza","- - -",1998-03-12,669926,"sa918546"
"2541","Kenny Oakley","- - -",1993-08-30,670345,"sa856279"
"2542","Kenny Rosenberg","Rays (A+)",1995-07-09,670046,"sa918105"
"2543","Kent Emanuel","Astros (AAA)",1992-06-04,592288,"sa549399"
"2544","Kervin Castro","Giants (R)",1999-02-07,665645,"sa916834"
"2545","Kevin Biondic","Red Sox (A-)",1996-01-26,682564,"sa3008027"
"2546","Kevin Canelon","- - -",1994-01-16,600870,"sa597095"
"2547","Kevin Comer","Tigers (AAA)",1992-08-01,595919,"sa597802"
"2548","Kevin Escorcia","White Sox (A)",1995-01-05,642399,"sa737256"
"2549","Kevin Folman","- - -",1994-10-23,683039,"sa3008462"
"2550","Kevin Garcia","Rockies (R)",1999-11-25,681617,"sa3006516"
"2551","Kevin Ginkel","- - -",1994-03-24,656464,"sa829213"
"2552","Kevin Hamann","- - -",1993-11-24,676790,"sa3004221"
"2553","Kevin Herget","Cardinals (AAA)",1991-04-03,643361,"sa738986"
"2554","Kevin Hernandez","Mets (R)",2001-04-23,683026,"sa3008451"
"2555","Kevin Hill","Astros (AA)",1992-08-12,669944,"sa918587"
"2556","Kevin Lenik","Royals (AAA)",1991-08-01,667595,"sa919332"
"2557","Kevin Magee","- - -",1996-01-01,681825,"sa3006829"
"2558","Kevin Malisheski","Dodgers (R)",1997-09-07,670220,"sa919034"
"2559","Kevin Marnon","- - -",1994-03-16,677981,"sa3005261"
"2560","Kevin McAvoy","- - -",1993-07-21,656696,"sa827491"
"2561","Kevin McCanna","- - -",1994-02-01,621153,"sa658530"
"2562","Kevin Santa","Mariners (A+)",1995-03-09,667576,"sa3004252"
"2563","Kevin Smith","Mets (A-)",1997-05-13,663325,"sa3007710"
"2564","Keylan Killgore","- - -",1996-09-30,681154,"sa3008069"
"2565","Kiber Arvelaez","Angels (R)",1998-05-09,666663,"sa917195"
"2566","Kida De La Cruz","- - -",1994-08-10,657208,"sa829580"
"2567","Kieran Lovegrove","- - -",1994-07-28,621132,"sa657950"
"2568","Kilber Santana","- - -",1998-10-15,665938,"sa920636"
"2569","Kimberling Encarnacion","Braves (R)",1999-11-22,677648,"sa3004980"
"2570","Kirby Bellow","- - -",1991-11-14,592138,"sa549801"
"2571","Kirby Snead","- - -",1994-10-07,669912,"sa874046"
"2572","Kirk McCarty","- - -",1995-10-12,668948,"sa915824"
"2573","Kit Scheetz","- - -",1994-05-18,677415,"sa873684"
"2574","Kleiber Bordones","Indians/Brewers (R)",2000-12-10,681725,"sa3006173"
"2575","Kleiber Carreno","Cubs (R)",1998-10-11,672450,"sa3002953"
"2576","Kleiner Machado","Pirates (R)",1999-03-08,665917,"sa917770"
"2577","Kleiver Osorio","Rockies (R)",2001-01-07,678826,"sa3005844"
"2578","Kodi Medeiros","- - -",1996-05-25,656727,"sa828664"
"2579","Kodi Whitley","Cardinals (A)",1995-02-21,676831,"sa3004708"
"2580","Kody Funderburk","Twins (R)",1996-11-27,681892,"sa3007780"
"2581","Kody Rock","Brewers (R)",1994-05-17,677740,"sa3004928"
"2582","Kohl Franklin","Cubs (R)",1999-09-09,681673,"sa3008335"
"2583","Kolton Mahoney","- - -",1992-05-20,656674,"sa829372"
"2584","Konnor Pilkington","- - -",1997-09-12,663455,"sa3008371"
"2585","Korey Anderson","- - -",1994-09-11,677860,"sa3005178"
"2586","Kory Behenna","- - -",1996-08-02,676877,"sa3004600"
"2587","Kris Bubic","Royals (R)",1997-08-19,663460,"sa3008128"
"2588","Kris Hall","Mexican (AAA)",1991-06-08,621291,"sa658114"
"2589","Kris Jackson","- - -",1996-03-20,682110,"sa3007815"
"2590","Kurt Hoekstra","- - -",1993-06-27,664940,"sa875296"
"2591","Kurt Spomer","- - -",1989-07-10,623982,"sa659458"
"2592","Kutter Crawford","- - -",1996-04-01,676710,"sa3004798"
"2593","Kyle Arjona","Phillies (R)",1997-01-17,679344,"sa3008502"
"2594","Kyle Bird","- - -",1993-04-12,613317,"sa829691"
"2595","Kyle Cody","Rangers (R)",1994-08-09,621129,"sa658940"
"2596","Kyle Dohy","- - -",1996-09-17,675971,"sa3004861"
"2597","Kyle Dowdy","- - -",1993-02-03,664871,"sa875594"
"2598","Kyle Finnegan","- - -",1991-09-04,640448,"sa708446"
"2599","Kyle Friedrichs","- - -",1992-01-22,664851,"sa875229"
"2600","Kyle Funkhouser","- - -",1994-03-16,608335,"sa827397"
"2601","Kyle Glogoski","Phillies (R)",1999-01-06,667236,"sa3007464"
"2602","Kyle Goodbrand","- - -",1995-04-22,676503,"sa3004963"
"2603","Kyle Halbohn","- - -",1993-01-19,670590,"sa920458"
"2604","Kyle Hart","Red Sox (AA)",1992-11-23,606996,"sa918414"
"2605","Kyle Hinton","- - -",1997-02-12,681894,"sa3006981"
"2606","Kyle Johnson","- - -",1993-09-19,670721,"sa921678"
"2607","Kyle Johnston","- - -",1996-07-17,656594,"sa3004571"
"2608","Kyle Keith","Rangers (A-)",1994-11-20,676796,"sa3004831"
"2609","Kyle Keller","- - -",1993-04-28,664918,"sa875759"
"2610","Kyle Kubat","- - -",1992-12-04,665417,"sa827380"
"2611","Kyle Leahy","Cardinals (R)",1997-06-04,681517,"sa3007241"
"2612","Kyle Miller","Cubs (A+)",1993-12-02,664945,"sa875773"
"2613","Kyle Muller","- - -",1997-10-07,666205,"sa917931"
"2614","Kyle Nelson","- - -",1996-07-08,669459,"sa915709"
"2615","Kyle Regnault","Mets (AAA)",1988-12-13,660064,"sa526832"
"2616","Kyle Serrano","Astros (R)",1995-07-06,624573,"sa738435"
"2617","Kyle Tyler","Angels (R)",1996-12-27,667725,"sa3006805"
"2618","Kyle Weatherly","Blue Jays (A)",1994-10-03,669731,"sa918112"
"2619","Kyle Wilcox","- - -",1994-06-14,664048,"sa857699"
"2620","Kyle Wilson","Mets (A-)",1996-09-27,663819,"sa875768"
"2621","Kyle Young","- - -",1997-12-02,669925,"sa918488"
"2622","Kyle Zurak","- - -",1994-11-28,676622,"sa3004864"
"2623","Kyler Stout","- - -",1994-10-13,681925,"sa3006769"
"2624","Lake Bachar","- - -",1995-06-03,669199,"sa917993"
"2625","Landon Beck","- - -",1992-12-09,656219,"sa829390"
"2626","Landon Leach","Twins (R)",1999-07-12,667743,"sa3005243"
"2627","Landon Whitson","Diamondbacks (R)",1996-09-11,682048,"sa3006708"
"2628","Lane Ramsey","White Sox (R)",1996-07-16,682010,"sa3006774"
"2629","Lane Ratliff","- - -",1995-03-22,656877,"sa829005"
"2630","Larimel Soriano","Cardinals (R)",2000-01-28,672414,"sa3003930"
"2631","Lauro Ramirez","Mexican (AAA)",1990-07-08,544880,"sa508538"
"2632","Layne Henderson","- - -",1996-06-08,668203,"sa3007718"
"2633","Lazaro Estrada","Blue Jays (R)",1999-04-24,681751,"sa3005471"
"2634","Leandro Linares","- - -",1994-01-27,646358,"sa830500"
"2635","Leandro Mendez","Royals (R)",2000-04-21,672597,"sa3002994"
"2636","Leandro Pina","Pirates (R)",1998-09-23,665824,"sa917801"
"2637","Leif Strom","Nationals (R)",1997-05-17,676285,"sa3007220"
"2638","Lenix Osuna","- - -",1995-11-11,624646,"sa739579"
"2639","Lenny Torres","Indians (R)",2000-10-15,678013,"sa3008329"
"2640","Leo Crawford","- - -",1997-02-02,660587,"sa872530"
"2641","Leonardo Pestana","- - -",1998-07-30,679758,"sa3005456"
"2642","Leonardo Rodriguez","- - -",1997-11-25,673164,"sa3003058"
"2643","Leonardo Sanchez","Rays (R)",1998-12-16,672417,"sa3002940"
"2644","Leonardo Taveras","Cardinals (R)",1998-09-07,672405,"sa3002934"
"2645","Leonardo Vargas","Braves (R)",2001-01-02,683067,"sa3008505"
"2646","Leonel Aponte","Phillies (R)",1999-07-02,666800,"sa917879"
"2647","Leoner Colina","Brewers (R)",2000-11-01,678615,"sa3006489"
"2648","Leony Rosario","Brewers (R)",2000-10-21,681059,"sa3006413"
"2649","Leovanny Rodriguez","Astros (A)",1996-06-13,665420,"sa878421"
